pitch_range,avg_pitch,std_pitch,note_density,polyphony_level,vel_mean,vel_var,articulaftion,tempo,highest_note,lowest_note,chromaticism,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,filename,label
53,71.66176470588235,12.681169799117447,10.443280977312392,3.651282051282051,32.666666666666664,60.49673202614378,0.3542780748663102,228.06076854334228,94,41,3.0972421962234855,0.08823529411764706,0.10294117647058823,0.0392156862745098,0.19117647058823528,0.0,0.11274509803921569,0.0,0.13725490196078433,0.10294117647058823,0.058823529411764705,0.1568627450980392,0.00980392156862745,brahms_opus1_2_chunk8.mid,Romantic
54,71.95967741935483,12.523783305496726,6.220499372933531,3.0,47.58870967741935,216.06471123829343,0.48183651026392954,215.44648137196916,99,45,3.4281509739193257,0.11290322580645161,0.11290322580645161,0.024193548387096774,0.06451612903225806,0.03225806451612903,0.11290322580645161,0.06451612903225806,0.08870967741935484,0.12096774193548387,0.03225806451612903,0.12096774193548387,0.11290322580645161,brahms_opus1_1_chunk30.mid,Romantic
63,58.56363636363636,12.951326553837344,11.031339031339032,2.507537688442211,42.086363636363636,318.8607231404959,0.23160123966942145,172.38001958863862,92,29,3.1820999280820232,0.031818181818181815,0.07727272727272727,0.02727272727272727,0.09545454545454546,0.13636363636363635,0.05454545454545454,0.24545454545454545,0.04090909090909091,0.08181818181818182,0.0,0.07727272727272727,0.1318181818181818,brahms_opus1_3_chunk2.mid,Romantic
69,62.2092050209205,16.023458189127574,12.067936653660775,3.111111111111111,56.26778242677824,92.4052800196075,0.25428870292887024,153.2211259431224,93,24,3.3816134393258364,0.14225941422594143,0.04184100418410042,0.13389121338912133,0.03765690376569038,0.12133891213389121,0.12133891213389121,0.04602510460251046,0.12552301255230125,0.029288702928870293,0.10460251046025104,0.03347280334728033,0.06276150627615062,brahms_opus1_3_chunk14.mid,Romantic
62,72.00434782608696,11.753074649005848,11.571003887491425,5.01010101010101,46.09130434782609,188.10905482041588,0.43168972332015804,179.48836137358836,91,29,3.412277273529524,0.09565217391304348,0.14347826086956522,0.09130434782608696,0.06956521739130435,0.09130434782608696,0.08695652173913043,0.04782608695652174,0.16521739130434782,0.021739130434782608,0.05217391304347826,0.1,0.034782608695652174,brahms_opus1_3_chunk11.mid,Romantic
43,58.705882352941174,11.403119830489905,5.188439306358382,4.153061224489796,37.8921568627451,18.370722798923495,0.7967468805704095,75.7980070933964,79,36,2.5820490558862366,0.38235294117647056,0.0,0.10784313725490197,0.0,0.08823529411764706,0.08823529411764706,0.0,0.13725490196078433,0.0,0.11764705882352941,0.00980392156862745,0.06862745098039216,brahms_opus1_2_chunk12.mid,Romantic
63,61.43944636678201,14.63833786102878,14.570872006416868,4.924242424242424,71.49134948096886,139.75857568755163,0.34437716262975787,179.94887815961368,89,26,2.986416436350698,0.0657439446366782,0.031141868512110725,0.0657439446366782,0.2837370242214533,0.006920415224913495,0.08650519031141868,0.03806228373702422,0.1453287197231834,0.05536332179930796,0.010380622837370242,0.19377162629757785,0.01730103806228374,br_rhap_chunk12.mid,Romantic
65,59.47547169811321,14.71132160168035,13.284721431012876,3.7185929648241207,61.973584905660374,341.86722677109293,0.29168096054888515,197.1200000000001,94,29,3.295846860158354,0.033962264150943396,0.026415094339622643,0.05660377358490566,0.20754716981132076,0.052830188679245285,0.08679245283018867,0.12075471698113208,0.022641509433962263,0.09433962264150944,0.04150943396226415,0.15471698113207547,0.1018867924528302,br_rhap_chunk13.mid,Romantic
56,62.30075187969925,13.004906513298716,6.686471663619744,1.4393939393939394,28.69172932330827,88.99519475380178,0.2157552973342447,171.78552837064032,85,29,3.247067311289058,0.13533834586466165,0.06015037593984962,0.022556390977443608,0.15037593984962405,0.007518796992481203,0.13533834586466165,0.15037593984962405,0.007518796992481203,0.09774436090225563,0.09774436090225563,0.09022556390977443,0.045112781954887216,brahms_opus117_2_chunk6.mid,Romantic
45,58.89430894308943,10.71266480032239,6.162605329082214,3.979899497487437,32.58536585365854,80.45409478485028,0.6494271988174427,166.3865546218491,82,37,3.176686421809312,0.10569105691056911,0.23577235772357724,0.032520325203252036,0.056910569105691054,0.016260162601626018,0.13008130081300814,0.14634146341463414,0.016260162601626018,0.07317073170731707,0.024390243902439025,0.12195121951219512,0.04065040650406504,brahms_opus117_2_chunk4.mid,Romantic
62,66.42068965517241,13.37092520746736,7.25907384230288,2.4321608040201004,38.751724137931035,99.86939357907255,0.334012539184953,245.28117359413196,95,33,3.0211917512230113,0.034482758620689655,0.06206896551724138,0.12413793103448276,0.0,0.13793103448275862,0.0,0.14482758620689656,0.08275862068965517,0.027586206896551724,0.2482758620689655,0.027586206896551724,0.1103448275862069,brahms_opus1_1_chunk23.mid,Romantic
62,55.306930693069305,14.636346034199258,10.155393053016454,4.590909090909091,51.89108910891089,395.35447505146556,0.45677317731773176,152.55474452554733,91,29,3.046796365954947,0.24752475247524752,0.01485148514851485,0.07425742574257425,0.15841584158415842,0.009900990099009901,0.054455445544554455,0.034653465346534656,0.19801980198019803,0.10891089108910891,0.034653465346534656,0.039603960396039604,0.024752475247524754,br_rhap_chunk3.mid,Romantic
34,68.86875,10.488757001546944,8.003638017280583,3.4271356783919598,41.4,249.17749999999995,0.4271306818181818,231.92694486186576,89,55,2.993784156375552,0.05625,0.075,0.125,0.00625,0.175,0.1,0.0125,0.21875,0.0,0.16875,0.0125,0.05,brahms_opus1_1_chunk16.mid,Romantic
67,63.234756097560975,19.47535370076189,16.523929471032748,2.1616161616161618,62.13109756097561,191.065130502677,0.13874029933481152,196.63865546218483,95,28,3.0034300040019417,0.11585365853658537,0.03048780487804878,0.021341463414634148,0.021341463414634148,0.29878048780487804,0.018292682926829267,0.07621951219512195,0.10365853658536585,0.07621951219512195,0.09146341463414634,0.0,0.14634146341463414,brahms_opus1_4_chunk1.mid,Romantic
48,57.98823529411764,12.445168320793094,4.275262917238226,4.222222222222222,24.294117647058822,39.4076124567474,0.9814705882352942,82.7067669172932,80,32,3.050174185134183,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.32941176470588235,0.11764705882352941,0.011764705882352941,0.09411764705882353,0.08235294117647059,0.10588235294117647,0.011764705882352941,0.08235294117647059,0.058823529411764705,brahms_opus117_1_chunk3.mid,Romantic
62,66.02884615384616,16.902694784451718,10.467802813679516,1.7323232323232323,45.58173076923077,298.4067816198225,0.16692526223776216,149.97061704211558,90,28,2.985525819744192,0.02403846153846154,0.10096153846153846,0.004807692307692308,0.11057692307692307,0.11538461538461539,0.0,0.21634615384615385,0.09134615384615384,0.004807692307692308,0.03365384615384615,0.08653846153846154,0.21153846153846154,brahms_opus1_3_chunk16.mid,Romantic
45,58.945205479452056,11.345013280187962,3.697053406998158,2.1522842639593907,59.61643835616438,136.75699005441925,0.5802615193026152,171.4698099591051,80,35,2.962606851151673,0.0958904109589041,0.0273972602739726,0.0,0.1095890410958904,0.1506849315068493,0.0273972602739726,0.136986301369863,0.0,0.0410958904109589,0.2054794520547945,0.0136986301369863,0.1917808219178082,br_im5_chunk6.mid,Romantic
51,63.51960784313726,12.627180760718526,5.215572341661825,1.353846153846154,30.11764705882353,59.16262975778546,0.2589126559714795,232.87890938251826,80,29,3.050616614492984,0.16666666666666666,0.09803921568627451,0.0,0.09803921568627451,0.029411764705882353,0.21568627450980393,0.11764705882352941,0.00980392156862745,0.058823529411764705,0.0784313725490196,0.12745098039215685,0.0,brahms_opus117_2_chunk0.mid,Romantic
45,64.53448275862068,9.986569459030843,5.842490842490843,3.54040404040404,35.474137931034484,42.38726218787158,0.6003722570532914,283.2618025751074,83,38,3.045431625444438,0.13793103448275862,0.017241379310344827,0.1724137931034483,0.0,0.13793103448275862,0.017241379310344827,0.04310344827586207,0.19827586206896552,0.02586206896551724,0.11206896551724138,0.017241379310344827,0.1206896551724138,brahms_opus1_4_chunk5.mid,Romantic
45,59.37837837837838,11.516970677507151,3.784286378428638,2.1076923076923078,57.229729729729726,162.4742512783053,0.5562346437346437,172.98387096774192,80,35,3.0397240066730147,0.08108108108108109,0.04054054054054054,0.0,0.13513513513513514,0.12162162162162163,0.02702702702702703,0.12162162162162163,0.0,0.04054054054054054,0.16216216216216217,0.04054054054054054,0.22972972972972974,br_im5_chunk3.mid,Romantic
50,59.0,10.497618777608569,6.000681895669963,3.6683417085427137,46.208333333333336,89.88159722222223,0.611098484848485,244.9678800856531,81,31,3.346819881643096,0.21666666666666667,0.03333333333333333,0.075,0.058333333333333334,0.08333333333333333,0.058333333333333334,0.025,0.15833333333333333,0.08333333333333333,0.075,0.05,0.08333333333333333,brahms_opus1_2_chunk10.mid,Romantic
60,66.39310344827587,16.31872060220245,14.552919708029197,3.4020100502512562,53.01034482758621,141.96885850178361,0.23706896551724127,213.91801715919948,96,36,3.10119644077477,0.1793103448275862,0.017241379310344827,0.11724137931034483,0.0,0.15172413793103448,0.13448275862068965,0.034482758620689655,0.15517241379310345,0.010344827586206896,0.1103448275862069,0.02413793103448276,0.06551724137931035,brahms_opus1_4_chunk19.mid,Romantic
34,62.32142857142857,10.326988122074576,2.8541642534460787,4.622448979591836,26.160714285714285,85.45631377551021,1.616801948051948,113.38582677165354,77,43,2.584988124592954,0.10714285714285714,0.0,0.05357142857142857,0.35714285714285715,0.0,0.03571428571428571,0.0,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.16071428571428573,0.0,brahms_opus117_1_chunk12.mid,Romantic
50,65.65573770491804,10.990137524910558,6.202195262853842,2.6479591836734695,35.64754098360656,168.7856087073367,0.4322652757078985,213.71711266022024,88,38,3.03375471066966,0.11475409836065574,0.0,0.13114754098360656,0.0,0.18032786885245902,0.11475409836065574,0.01639344262295082,0.01639344262295082,0.08196721311475409,0.16393442622950818,0.03278688524590164,0.14754098360655737,brahms_opus1_1_chunk14.mid,Romantic
26,47.46938775510204,8.540663934465677,2.881197380729654,5.070588235294117,34.326530612244895,37.362765514369016,1.7504638218923936,75.71701720841301,62,36,2.2928969083664374,0.4897959183673469,0.0,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.0,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.04081632653061224,brahms_opus1_2_chunk13.mid,Romantic
58,69.39655172413794,12.712930771425162,5.853211009174313,2.525252525252525,53.224137931034484,124.7601070154578,0.42983934169278987,227.7893484082117,96,38,3.378188389530688,0.08620689655172414,0.02586206896551724,0.1724137931034483,0.0603448275862069,0.05172413793103448,0.11206896551724138,0.034482758620689655,0.10344827586206896,0.1206896551724138,0.034482758620689655,0.13793103448275862,0.0603448275862069,brahms_opus1_1_chunk6.mid,Romantic
56,62.52017937219731,11.965507076972594,11.193246634725075,3.507537688442211,28.43946188340807,69.86068491222426,0.3138809620872401,216.14478598104006,87,31,2.9481516822088527,0.18385650224215247,0.06278026905829596,0.03587443946188341,0.18385650224215247,0.017937219730941704,0.06726457399103139,0.004484304932735426,0.12556053811659193,0.242152466367713,0.0,0.04932735426008968,0.026905829596412557,br_rhap_chunk5.mid,Romantic
67,69.64878048780488,14.490486735436571,10.323909808858877,3.409090909090909,54.42926829268293,390.7035336109459,0.32283813747228385,247.60048721071863,96,29,3.438878532205631,0.12682926829268293,0.11707317073170732,0.03902439024390244,0.04390243902439024,0.08292682926829269,0.06341463414634146,0.11707317073170732,0.1024390243902439,0.04878048780487805,0.14146341463414633,0.02926829268292683,0.08780487804878048,brahms_opus1_1_chunk31.mid,Romantic
24,57.57575757575758,5.3031168824101185,1.6960635439785072,1.8298969072164948,35.78787878787879,47.56106519742883,1.0915977961432506,79.85480943738658,67,43,2.265438208382421,0.3333333333333333,0.0,0.12121212121212122,0.21212121212121213,0.0,0.030303030303030304,0.0,0.24242424242424243,0.0,0.0,0.0,0.06060606060606061,brahms_opus1_2_chunk0.mid,Romantic
69,70.76150627615063,15.741027311689871,12.000456464681045,2.949748743718593,56.07112970711297,285.5723464225066,0.24908710536325576,174.83443708609255,97,28,3.2400924637815196,0.02510460251046025,0.1506276150627615,0.016736401673640166,0.08786610878661087,0.17573221757322174,0.029288702928870293,0.16317991631799164,0.012552301255230125,0.100418410041841,0.07112970711297072,0.058577405857740586,0.1087866108786611,brahms_opus1_3_chunk4.mid,Romantic
60,61.48301886792453,13.289543851919705,13.299874529485571,1.6532663316582914,56.37735849056604,147.66892132431474,0.1252658662092624,182.6429634819161,91,31,3.1857032378859063,0.12452830188679245,0.018867924528301886,0.10943396226415095,0.01509433962264151,0.07547169811320754,0.17735849056603772,0.018867924528301886,0.16981132075471697,0.03018867924528302,0.12830188679245283,0.018867924528301886,0.11320754716981132,brahms_opus1_4_chunk2.mid,Romantic
60,69.61538461538461,11.64125155095378,7.989756722151089,3.4358974358974357,46.42948717948718,304.46297666009207,0.42973484848484844,206.44615872344923,93,33,3.1998586386912797,0.05128205128205128,0.08333333333333333,0.16666666666666666,0.0,0.15384615384615385,0.12179487179487179,0.02564102564102564,0.07051282051282051,0.038461538461538464,0.1794871794871795,0.02564102564102564,0.08333333333333333,br_im2_chunk3.mid,Romantic
48,64.136,12.001562564932952,6.616939364773821,4.888297872340425,36.192,120.26713599999998,0.7359272727272728,166.1224489795918,82,34,2.819983314588169,0.096,0.0,0.112,0.232,0.0,0.144,0.0,0.12,0.056,0.04,0.2,0.0,brahms_opus117_1_chunk10.mid,Romantic
57,62.07627118644068,12.706702341718492,5.94118320173933,1.5757575757575757,27.74576271186441,38.24044814708416,0.26093990755007695,170.1619242257507,85,28,3.387226710229678,0.1271186440677966,0.07627118644067797,0.01694915254237288,0.05084745762711865,0.06779661016949153,0.0847457627118644,0.05084745762711865,0.09322033898305085,0.1440677966101695,0.025423728813559324,0.1440677966101695,0.11864406779661017,brahms_opus117_2_chunk5.mid,Romantic
50,57.92156862745098,13.234451679797623,5.15625,2.472081218274112,32.1078431372549,96.64523260284506,0.4782976827094474,242.6106526631658,80,30,3.308326490006088,0.10784313725490197,0.12745098039215685,0.0784313725490196,0.049019607843137254,0.0196078431372549,0.12745098039215685,0.16666666666666666,0.029411764705882353,0.1568627450980392,0.058823529411764705,0.0196078431372549,0.058823529411764705,brahms_opus117_2_chunk2.mid,Romantic
48,56.67226890756302,11.586800113442244,5.982632541133455,3.5,55.87394957983193,85.30343902266792,0.5898204736440028,227.09677419354827,79,31,2.54156825295241,0.2605042016806723,0.0,0.11764705882352941,0.0,0.16806722689075632,0.07563025210084033,0.0,0.24369747899159663,0.0,0.01680672268907563,0.0,0.11764705882352941,brahms_opus1_2_chunk9.mid,Romantic
74,66.01838235294117,16.547048351531576,14.302103250478012,4.057894736842106,67.92647058823529,80.22253460207612,0.2857620320855614,202.3850085178875,100,26,3.1484897758488755,0.1213235294117647,0.04044117647058824,0.13602941176470587,0.007352941176470588,0.12867647058823528,0.12867647058823528,0.029411764705882353,0.20955882352941177,0.0,0.09191176470588236,0.04411764705882353,0.0625,brahms_opus1_1_chunk33.mid,Romantic
70,62.8957528957529,14.931527802025018,12.99429874572406,3.4020100502512562,62.35521235521235,143.53405584293617,0.2606704106704106,235.973597359736,101,31,2.9522568835053136,0.18146718146718147,0.03088803088803089,0.11196911196911197,0.003861003861003861,0.15057915057915058,0.1583011583011583,0.007722007722007722,0.21235521235521235,0.0,0.04247104247104247,0.023166023166023165,0.07722007722007722,brahms_opus1_1_chunk8.mid,Romantic
51,65.10185185185185,11.080463132798709,5.470872668662215,4.482233502538071,25.85185185185185,52.16323731138546,0.820770202020202,181.20380147835257,87,36,2.6641221237936707,0.10185185185185185,0.0,0.1388888888888889,0.35185185185185186,0.0,0.027777777777777776,0.018518518518518517,0.1388888888888889,0.046296296296296294,0.027777777777777776,0.14814814814814814,0.0,brahms_opus117_1_chunk11.mid,Romantic
75,73.99565217391304,19.942634649127537,11.767441860465118,5.415384615384616,77.41739130434783,140.1388279773157,0.461798418972332,225.64102564102572,101,26,3.203454015569987,0.13478260869565217,0.04782608695652174,0.14782608695652175,0.021739130434782608,0.13478260869565217,0.11739130434782609,0.021739130434782608,0.12608695652173912,0.004347826086956522,0.1391304347826087,0.013043478260869565,0.09130434782608696,brahms_opus1_1_chunk32.mid,Romantic
79,61.798701298701296,17.910810734595955,7.806451612903226,3.7563451776649748,27.207792207792206,27.46331590487434,0.483043093270366,182.18862964180084,101,22,3.3124176385834105,0.13636363636363635,0.006493506493506494,0.06493506493506493,0.14935064935064934,0.01948051948051948,0.07792207792207792,0.07142857142857142,0.16233766233766234,0.08441558441558442,0.06493506493506493,0.12337662337662338,0.03896103896103896,br_rhap_chunk10.mid,Romantic
48,60.76635514018692,11.89013526506486,5.516110134739309,3.7357512953367875,39.074766355140184,88.18132587998954,0.6697960917587088,240.41630529054635,81,33,3.028789710256496,0.14953271028037382,0.0,0.09345794392523364,0.028037383177570093,0.1308411214953271,0.07476635514018691,0.056074766355140186,0.04672897196261682,0.06542056074766354,0.2803738317757009,0.0,0.07476635514018691,br_im2_chunk6.mid,Romantic
55,64.40372670807453,10.176320633686679,8.212381173197311,4.719387755102041,43.78260869565217,101.87199567917905,0.5720920383963862,236.44224830142068,88,33,2.9829492050096555,0.06832298136645963,0.012422360248447204,0.19875776397515527,0.0,0.12422360248447205,0.012422360248447204,0.11180124223602485,0.14906832298136646,0.031055900621118012,0.12422360248447205,0.0,0.16770186335403728,brahms_opus1_4_chunk6.mid,Romantic
59,59.15948275862069,12.969310449116591,11.730636635256262,2.5431472081218276,72.62068965517241,139.99405469678953,0.225342868338558,204.95670349358022,90,31,3.35937230502324,0.1206896551724138,0.0603448275862069,0.14224137931034483,0.05603448275862069,0.05172413793103448,0.08620689655172414,0.14655172413793102,0.14655172413793102,0.05172413793103448,0.09051724137931035,0.008620689655172414,0.03879310344827586,brahms_opus1_1_chunk25.mid,Romantic
53,64.04201680672269,11.503302381507226,6.047586047586048,2.729591836734694,32.705882352941174,74.1403855659911,0.44912146676852566,127.69044740024185,88,35,3.307323549854091,0.09243697478991597,0.05042016806722689,0.08403361344537816,0.025210084033613446,0.13445378151260504,0.01680672268907563,0.13445378151260504,0.12605042016806722,0.025210084033613446,0.11764705882352941,0.03361344537815126,0.15966386554621848,br_im5_chunk1.mid,Romantic
45,61.945,9.834224677116138,10.102169670531513,3.8477157360406093,37.61,75.5879,0.37895454545454543,189.92805755395716,83,38,3.083626232392382,0.06,0.015,0.095,0.01,0.28,0.07,0.02,0.15,0.015,0.105,0.075,0.105,brahms_opus1_4_chunk11.mid,Romantic
37,62.1505376344086,8.964621307942695,4.890057361376674,3.536842105263158,33.44086021505376,57.5153196901376,0.7272727272727272,223.65299898339555,80,43,2.9403323690318457,0.1935483870967742,0.043010752688172046,0.15053763440860216,0.11827956989247312,0.0,0.06451612903225806,0.021505376344086023,0.20430107526881722,0.11827956989247312,0.0,0.0,0.08602150537634409,brahms_opus1_2_chunk3.mid,Romantic
63,70.06181818181818,13.944037382063945,13.797035347776513,5.155778894472362,52.03272727272727,151.36256528925622,0.3733884297520661,189.17197452229297,94,31,3.1537091054174455,0.2109090909090909,0.02181818181818182,0.10545454545454545,0.02181818181818182,0.12363636363636364,0.13454545454545455,0.02181818181818182,0.17454545454545456,0.01090909090909091,0.08363636363636363,0.05090909090909091,0.04,brahms_opus1_3_chunk12.mid,Romantic
51,63.63636363636363,12.809071552988796,4.599121035752465,4.0732984293193715,50.125,155.99573863636363,0.8850981404958677,202.6666666666666,84,33,3.1991806267849205,0.11363636363636363,0.03409090909090909,0.14772727272727273,0.011363636363636364,0.17045454545454544,0.06818181818181818,0.03409090909090909,0.10227272727272728,0.03409090909090909,0.20454545454545456,0.022727272727272728,0.056818181818181816,br_im2_chunk7.mid,Romantic
62,65.9381443298969,10.830764157093975,9.729852957939132,2.577889447236181,48.865979381443296,119.77585290679136,0.26328491096532347,214.88372093023258,93,31,3.223862720565602,0.10824742268041238,0.030927835051546393,0.10824742268041238,0.020618556701030927,0.13917525773195877,0.11855670103092783,0.03608247422680412,0.18556701030927836,0.010309278350515464,0.15463917525773196,0.030927835051546393,0.05670103092783505,brahms_opus1_1_chunk10.mid,Romantic
65,67.5546875,13.642367711557394,12.8790304139035,3.1363636363636362,56.9375,94.28515625,0.24747869318181803,152.54604550379196,93,28,3.186073560046247,0.125,0.03125,0.09765625,0.05859375,0.15234375,0.0390625,0.109375,0.13671875,0.0,0.1328125,0.0,0.1171875,brahms_opus1_3_chunk0.mid,Romantic
52,56.885714285714286,14.397959039037302,3.530085959885387,2.95959595959596,22.52857142857143,27.22061224489796,0.8339935064935067,129.44701716153642,82,30,3.1176861162610185,0.02857142857142857,0.12857142857142856,0.014285714285714285,0.15714285714285714,0.1,0.014285714285714285,0.07142857142857142,0.05714285714285714,0.15714285714285714,0.0,0.2,0.07142857142857142,brahms_opus117_1_chunk7.mid,Romantic
34,68.6931216931217,6.848396505714057,9.49965729952022,3.3686868686868685,31.8994708994709,65.92111083116373,0.3524891774891775,180.1849405548217,83,49,3.258689044850539,0.021164021164021163,0.10052910052910052,0.1164021164021164,0.010582010582010581,0.12698412698412698,0.047619047619047616,0.06878306878306878,0.19047619047619047,0.010582010582010581,0.07936507936507936,0.13227513227513227,0.09523809523809523,brahms_opus1_3_chunk7.mid,Romantic
53,55.93846153846154,13.52590326638475,3.472137914289183,2.518716577540107,19.93846153846154,21.965443786982252,0.7398601398601398,126.66209732693628,82,29,2.9425507465314245,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.03076923076923077,0.13846153846153847,0.15384615384615385,0.0,0.06153846153846154,0.0,0.24615384615384617,0.06153846153846154,brahms_opus117_1_chunk5.mid,Romantic
72,71.2188679245283,18.195096339230435,13.259040254719128,3.557788944723618,77.16603773584906,160.48563901744393,0.2635849056603773,268.47457627118644,101,29,3.377658831580806,0.13584905660377358,0.04905660377358491,0.09056603773584905,0.10943396226415095,0.05660377358490566,0.1509433962264151,0.07169811320754717,0.1018867924528302,0.09811320754716982,0.06415094339622641,0.0,0.07169811320754717,brahms_opus1_1_chunk19.mid,Romantic
53,58.14885496183206,13.214495085635201,13.180882689229364,2.9646464646464645,67.0381679389313,108.56342870462095,0.22205933379597498,198.87005649717509,84,31,3.0926166125141283,0.1946564885496183,0.0,0.14122137404580154,0.03816793893129771,0.10687022900763359,0.09541984732824428,0.05725190839694656,0.16412213740458015,0.0,0.04961832061068702,0.1297709923664122,0.022900763358778626,brahms_opus1_1_chunk0.mid,Romantic
51,61.88275862068966,12.25279894739093,7.270655270655271,3.814070351758794,45.04137931034483,106.66035671819263,0.5242633228840125,232.64792278640383,84,33,3.0586491142058,0.15172413793103448,0.013793103448275862,0.0896551724137931,0.027586206896551724,0.13793103448275862,0.07586206896551724,0.04827586206896552,0.041379310344827586,0.05517241379310345,0.2827586206896552,0.0,0.07586206896551724,br_im2_chunk1.mid,Romantic
77,59.8160237388724,16.493015649002746,17.11449676823638,3.7346938775510203,60.86943620178042,160.85535665542534,0.21887644995953598,165.9445504545964,101,24,3.0531442766899044,0.13649851632047477,0.01483679525222552,0.050445103857566766,0.020771513353115726,0.2818991097922849,0.06528189910979229,0.04747774480712166,0.10385756676557864,0.017804154302670624,0.12166172106824925,0.008902077151335312,0.13056379821958458,brahms_opus1_3_chunk18.mid,Romantic
